2026-02-14,00:28:56.766,true,Your Planner,11670,544541,520920,44845.8
2026-02-14,00:29:47.655,true,Your Planner,9456,453416,434359,30868.2
2026-02-14,00:30:11.758,true,Your Planner,6940,341803,328065,18623.1
2026-02-14,00:31:06.500,true,Your Planner,10732,500621,479124,40286.3
2026-02-14,00:32:14.426,true,Your Planner,16043,717253,684645,57238.7
2026-02-14,00:35:13.548,true,Your Planner,28335,1176570,1118291,172270
2026-02-14,00:36:39.064,true,Your Planner,14432,659128,629660,52328.6
2026-02-14,00:38:18.048,true,Your Planner,9776,465765,446072,25901.4
2026-02-14,00:40:31.468,true,Your Planner,23321,992730,945071,124659
2026-02-14,00:41:50.883,true,Your Planner,11718,545242,521754,36746.7
