2026-02-14,00:45:40.537,true,Your Planner,12887,587136,561116,50238.7
2026-02-14,00:46:41.183,true,Your Planner,12518,580691,555379,42067.7
2026-02-14,00:47:25.766,true,Your Planner,8424,407200,390252,22954.6
2026-02-14,00:48:03.857,true,Your Planner,4737,248087,238576,14254.2
2026-02-14,00:48:33.811,true,Your Planner,6670,335271,322011,19155.1
2026-02-14,00:49:28.100,true,Your Planner,6507,327298,314314,18750.3
2026-02-14,00:50:14.848,true,Your Planner,11430,530012,506879,35648.7
2026-02-14,00:51:23.322,true,Your Planner,7687,379056,363541,25780.8
2026-02-14,00:51:53.228,true,Your Planner,7871,383293,367778,22222.5
2026-02-14,00:53:11.703,true,Your Planner,13748,627957,599949,48311.9

