2026-02-14,19:53:55.700,true,Your Planner,22641,1053529,1010845,375169
2026-02-14,19:57:49.617,true,Your Planner,11519,595716,574005,114919
2026-02-14,20:13:52.217,true,Your Planner,13073,651346,627369,140636
2026-02-14,20:15:53.356,true,Your Planner,9143,478084,460944,73676.8
2026-02-14,20:29:26.738,true,Your Planner,21724,1026259,985294,356420
2026-02-14,20:30:54.456,true,Your Planner,8595,449846,434000,56949.7
2026-02-14,20:32:00.249,true,Your Planner,8659,451405,435392,60334.9
2026-02-14,20:36:06.016,true,Your Planner,16072,783634,753556,167317
2026-02-14,20:38:55.000,true,Your Planner,14956,739086,711167,157340
2026-02-14,20:39:29.856,true,Your Planner,5787,317740,307249,26216.8
