2026-02-15,00:43:07.773,true,Your Planner,7406,389571,374356,58323.6
2026-02-15,00:43:41.569,true,Your Planner,4432,244056,234921,25177.2
2026-02-15,00:45:38.515,true,Your Planner,10413,524080,502773,109337
2026-02-15,00:59:31.534,true,Your Planner,13407,645634,617525,169563
2026-02-15,01:01:56.024,true,Your Planner,11777,581274,556675,137201
2026-02-15,01:16:27.509,true,Your Planner,13382,647569,619734,126994
2026-02-15,01:17:46.908,true,Your Planner,9658,492060,471873,70616.5
2026-02-15,01:19:53.017,true,Your Planner,12435,607457,581622,110661
2026-02-15,01:20:47.321,true,Your Planner,7951,410919,394688,45541.7
2026-02-15,01:26:39.575,true,Your Planner,6064,296223,284667,28587.1
2026-02-15,01:27:08.153,true,Your Planner,4465,233311,224590,16656.9
2026-02-15,01:28:21.618,true,Your Planner,9364,436598,418356,67180.7
2026-02-15,01:32:30.828,true,Your Planner,7148,345854,331825,38306.5
2026-02-15,01:34:52.197,true,Your Planner,14200,627306,599295,134822
2026-02-15,01:39:29.011,true,Your Planner,12692,571776,546857,112169
2026-02-15,01:40:28.072,true,Your Planner,8457,388925,372773,53412.2
2026-02-15,01:41:43.524,true,Your Planner,9792,454229,435176,69982.4
2026-02-15,01:46:39.472,true,Your Planner,8116,379612,363995,48854.9
